1791371033	ACC	-0.007930793	-0.13699323	9.852514
1791371038	ACC	-0.023343466	-0.13340193	9.838149
1791371043	ACC	-0.04833295	-0.13587095	9.823709
1791371048	ACC	-0.06628946	-0.14896424	9.826028
1791371053	ACC	-0.07115268	-0.15128362	9.855806
1791371058	ACC	-0.0891092	-0.16684593	9.855731
1791371063	ACC	-0.07706337	-0.16564883	9.834333
1791371068	ACC	-0.08888474	-0.14297873	9.816377
1791371073	ACC	-0.07586627	-0.13459903	9.83553
1791371078	ACC	-0.06501754	-0.12629414	9.814057
1791371083	ACC	-0.027982233	-0.14185645	9.799916
1791371088	ACC	0.0029179333	-0.14896424	9.83583
1791371093	ACC	0.0134673845	-0.1571943	9.877653
1791371098	ACC	0.031349078	-0.14290391	9.874137
1791371103	ACC	0.046088383	-0.13706805	9.772758
1791371108	ACC	0.060528412	-0.120458275	9.750162
1791371113	ACC	0.040252518	-0.15031098	9.746496
1791371118	ACC	0.032845456	-0.13347675	9.80493
1791371123	ACC	0.018405426	-0.14058453	9.837101
1791371128	ACC	0.010100539	-0.14178163	9.819145
1791371133	ACC	-0.014963761	-0.14058453	9.835754
1791371138	ACC	-0.032770637	-0.12749124	9.808222
1791371143	ACC	-0.054168813	-0.11679215	9.7950535
1791371149	ACC	-0.07092822	-0.110806644	9.803284
1791371154	ACC	-0.06875848	-0.10594343	9.857003
1791371159	ACC	-0.09995792	-0.11783961	9.892692
1791371164	ACC	-0.10332476	-0.110731825	9.8568535
1791371169	ACC	-0.09718963	-0.11439795	9.805603
1791371174	ACC	-0.0911293	-0.10010756	9.793707
1791371179	ACC	-0.09606735	-0.108412445	9.82109
1791371184	ACC	-0.07586627	-0.11552023	9.845032
1791371189	ACC	-0.059106853	-0.12150574	9.824831
1791371194	ACC	-0.062772974	-0.13100773	9.853487
1791371199	ACC	-0.05439327	-0.13340193	9.846304
1791371204	ACC	-0.032845456	-0.11671733	9.832088
1791371209	ACC	-0.008828619	-0.12749124	9.797597
1791371214	ACC	-0.0052373162	-0.110806644	9.794081
1791371219	ACC	0.014963761	-0.12038346	9.803658
